ann_id,Label,Start,End,Text,FileNo
T27,PROC,781,811,ización de la arteria pulmonar,131
T28,DISO,379,393,fallo cardíaco,131
T29,PROC,673,697,presión capilar pulmonar,131
T30,DISO,610,631,hipertensión pulmonar,131
T31,DISO,1081,1117,coagulación intravascular diseminada,131
T32,PROC,32,33,D,131
T33,PROC,33,34,-,131
T34,PROC,67,69,dí,131
T35,PROC,137,141,mero,131
T36,DISO,526,541,trombocitopenia,131
T37,PROC,757,778,tiempo de protrombina,131
T38,DISO,704,723,fracaso renal agudo,131
T39,PROC,381,391,creatinina,131
T40,PROC,859,881,lactato deshidrogenasa,131
T41,PROC,121,124,LDH,131
T42,PROC,1682,1723,tratamiento antibiótico de forma empírica,131
T43,CHEM,505,517,piperacilina,131
T44,CHEM,44,45,-,131
T45,CHEM,441,451,tazobactam,131
T46,CHEM,541,553,azitromicina,131
T47,CHEM,507,518,corticoides,131
T48,DISO,1505,1537,insuficiencia respiratoria grave,131
T49,DISO,1057,1079,infiltrados pulmonares,131
T50,PROC,540,551,TC torácica,131
T51,DISO,1751,1786,afectación parenquimatosa bilateral,131
T52,DISO,1072,1093,daá±o alveolar difuso,131
T53,DISO,937,955,proceso infeccioso,131
T54,PROC,1167,1189,lavado bronco alveolar,131
T55,PROC,1243,1266,cultivo bacteri ológico,131
T56,PROC,56,57,Z,131
T57,PROC,113,115,ie,131
T58,PROC,799,813,hl - N iel sen,131
T59,PROC,1161,1181,serologías neumonías,131
T60,DISO,1299,1321,infección por el virus,131
T61,PROC,1381,1404,frotis nasal y faríngeo,131
T62,PROC,2746,2791,reacción en cadena de la polimerasa en tiempo,131
T63,PROC,125,127,RT,131
T64,PROC,64,65,-,131
T65,PROC,193,196,PCR,131
T66,PROC,716,727,tratamiento,131
T67,CHEM,727,738,oseltamivir,131
T68,DISO,1609,1633,infiltrados radiológicos,131
T69,PROC,1021,1036,hospitalización,131
T1,DISO,1,4,HTA,132
T2,PROC,14,27,diagnosticada,132
T3,DISO,47,70,neoplasia de recto bajo,132
T4,PROC,22,29,tratada,132
T5,PROC,53,66,quimioterapia,132
T6,CHEM,11,13,an,132
T7,CHEM,55,64,álogo del,132
T8,CHEM,8,9,5,132
T9,CHEM,9,10,-,132
T10,CHEM,127,141,fluoro uracilo,132
T11,PROC,121,133,radioterapia,132
T12,PROC,78,85,cirugía,132
T13,PROC,169,183,Ingresa en UCI,132
T14,PROC,313,337,intervención quiráºrgica,132
T15,PROC,29,31,am,132
T16,PROC,31,33,pu,132
T17,PROC,401,426,tación abdomino per ineal,132
T18,DISO,273,289,broncoaspiración,132
T19,PROC,361,381,inducción anestésica,132
T20,DISO,381,401,dificultades ventila,132
T21,PROC,221,232,sedoanalges,132
T22,PROC,85,89,iada,132
T23,PROC,89,93,intu,132
T24,PROC,93,97,bada,132
T25,PROC,49,51,VM,132
T26,DISO,276,287,infiltrados,132
T27,DISO,885,919,afectación pulmonar parenquimatosa,132
T28,PROC,55,57,ex,132
T29,PROC,57,59,tu,132
T30,PROC,59,61,ba,132
T31,DISO,121,125,afec,132
T32,DISO,1086,1121,tación parenquimatosa basal derecha,132
T33,PROC,1025,1057,ventilación mecánica no invasiva,132
T34,PROC,67,69,VM,132
T35,PROC,69,71,NI,132
T36,PROC,141,145,puls,132
T37,PROC,361,371,ioximetría,132
T38,DISO,75,77,ta,132
T39,DISO,153,157,quip,132
T40,DISO,118,121,nea,132
T41,PROC,161,165,rein,132
T42,PROC,83,85,tu,132
T43,PROC,85,87,ba,132
T44,DISO,259,265,fiebre,132
T45,CHEM,529,541,antitérmicos,132
T46,PROC,676,691,medidas físicas,132
T47,PROC,737,753,muestras microbi,132
T48,PROC,189,193,hemo,132
T49,PROC,337,344,cultivo,132
T50,PROC,491,501,urocultivo,132
T51,PROC,301,307,bronco,132
T52,PROC,256,261,aspir,132
T53,PROC,157,160,ado,132
T54,PROC,1220,1243,tratamiento antibiótico,132
T55,PROC,487,496,analítico,132
T56,DISO,1156,1177,reacción inflamatoria,132
T57,PROC,1065,1084,proteína C reactiva,132
T58,DISO,1255,1277,reacción leucoci taria,132
T59,PROC,233,237,intu,132
T60,PROC,237,241,bada,132
T61,PROC,121,123,VM,132
T62,DISO,367,373,fiebre,132
T63,DISO,683,694,infiltrados,132
T64,PROC,1576,1601,muestras microbi ológicas,132
T65,PROC,769,781,TC abdominal,132
T66,DISO,781,793,complicación,132
T67,PROC,463,470,cirugía,132
T68,PROC,135,137,ex,132
T69,PROC,137,139,tu,132
T70,PROC,139,141,ba,132
T71,PROC,701,711,gasometría,132
T72,PROC,1492,1513,pruebas respiratorias,132
T73,PROC,721,731,extubación,132
T74,PROC,293,297,rein,132
T75,PROC,149,151,tu,132
T76,PROC,226,229,bar,132
T77,DISO,1521,1541,fracaso respiratorio,132
T78,DISO,463,469,fiebre,132
T79,PROC,625,633,cultivos,132
T80,PROC,396,401,fibro,132
T81,PROC,321,325,bron,132
T82,PROC,649,657,coscopia,132
T83,PROC,2789,2823,recogida de lavado bronco alveolar,132
T84,PROC,84,85,B,132
T85,PROC,169,171,AL,132
T86,PROC,681,689,muestras,132
T87,PROC,603,610,cultivo,132
T88,PROC,262,265,PCR,132
T89,PROC,705,713,anatomía,132
T90,PROC,2137,2161,traqueostomía percutánea,132
T91,PROC,271,274,BAL,132
T92,PROC,820,829,PCR VHS 1,132
T93,PROC,369,373,test,132
T94,ANAT,652,659,células,132
T95,ANAT,847,856,cromatina,132
T96,PROC,476,481,inmun,132
T97,PROC,865,874,ocito quí,132
T98,PROC,2038,2059,tratamiento antiviral,132
T99,CHEM,883,892,aciclovir,132
T100,DISO,595,601,fiebre,132
T1,DISO,1,22,hipertensión arterial,133
T2,DISO,16,31,cefalea intensa,133
T3,ANAT,13,19,región,133
T4,DISO,22,29,cefalea,133
T5,CHEM,69,86,antiinflamatorios,133
T6,PROC,111,133,intubación orotraqueal,133
T7,DISO,115,134,bajo de consciencia,133
T8,PROC,176,201,traslada de forma urgente,133
T9,PROC,57,64,ingreso,133
T10,PROC,235,261,tomografía computarizada (,133
T11,PROC,121,133,TC ) craneal,133
T12,DISO,463,505,hemorragia intraparenquimatos a cerebelosa,133
T13,DISO,61,66,edema,133
T14,ANAT,170,183,IV ventrículo,133
T15,PROC,141,151,evacuación,133
T16,DISO,121,129,hematoma,133
T17,PROC,113,120,cirugía,133
T18,PROC,732,775,ingresa en la Unidad de Cuidados Intensivos,133
T19,PROC,91,96,angio,133
T20,PROC,20,21,-,133
T21,PROC,41,43,TC,133
T22,PROC,463,485,arteriografía cerebral,133
T23,DISO,441,461,anomalías vasculares,133
T24,DISO,576,601,hipertensión intracraneal,133
T25,PROC,193,201,sedación,133
T26,PROC,576,599,exploración neurológica,133
T27,DISO,209,217,nistagmo,133
T28,DISO,433,449,parálisis facial,133
T29,DISO,141,146,tetra,133
T30,DISO,204,211,paresia,133
T31,DISO,271,280,dismetría,133
T32,DISO,156,161,hipor,133
T33,DISO,97,100,ref,133
T34,DISO,166,171,lexia,133
T35,PROC,239,246,reflejo,133
T36,PROC,596,613,ingreso en la UCI,133
T37,PROC,361,371,extubación,133
T38,DISO,556,571,hipoventilación,133
T39,DISO,799,820,acidosis respiratoria,133
T40,DISO,742,761,parada respiratoria,133
T41,PROC,401,411,intubación,133
T42,PROC,83,85,VM,133
T43,DISO,1429,1463,afectación del centro respiratorio,133
T44,PROC,947,969,resonancia magnética (,133
T45,PROC,1233,1261,RM ) del tronco del encéfalo,133
T46,PROC,451,461,evacuación,133
T47,DISO,875,894,hematoma cerebeloso,133
T48,DISO,377,385,lesiones,133
T49,ANAT,241,246,bulbo,133
T50,ANAT,638,651,protuberancia,133
T51,PROC,651,664,TC de control,133
T52,PROC,358,365,traqueo,133
T53,PROC,833,849,tomía percutánea,133
T54,PROC,1538,1567,ventilación mecánica invasiva,133
T55,PROC,55,56,V,133
T56,PROC,1101,1121,MI el traque os toma,133
T57,PROC,1793,1825,ventilación mecánica no invasiva,133
T58,PROC,115,117,VM,133
T59,PROC,233,237,NI ),133
T60,ANAT,178,181,nas,133
T61,ANAT,241,245,ucal,133
T1,DISO,1,15,dolor torácico,134
T2,PROC,12,23,diagnosticó,134
T3,DISO,105,157,síndrome coronario agudo con ascenso del segmento ST,134
T4,ANAT,13,17,cara,134
T5,PROC,105,131,coronariografía percutánea,134
T6,DISO,31,37,lesión,134
T7,ANAT,229,267,arteria coronaria descendente anterior,134
T8,PROC,85,97,angioplastia,134
T9,PROC,121,136,colocó un stent,134
T10,DISO,127,141,complicaciones,134
T11,CHEM,221,243,ácido acetilsalicílico,134
T12,CHEM,122,133,clopidogrel,134
T13,CHEM,181,196,heparina sódica,134
T14,PROC,170,183,procedimiento,134
T15,DISO,57,61,hema,134
T16,DISO,31,33,te,134
T17,DISO,81,86,mesis,134
T18,PROC,443,469,saturación arterial de O 2,134
T19,PROC,361,381,endoscopia digestiva,134
T20,PROC,552,581,soporte respiratorio con CPAP,134
T21,PROC,181,190,protocolo,134
T22,DISO,505,529,lesión de Mall ory Weiss,134
T23,PROC,243,254,hemoglobina,134
T24,PROC,254,265,hematocrito,134
T25,PROC,313,326,procedimiento,134
T26,PROC,101,105,CPAP,134
T27,PROC,495,514,gasometría arterial,134
T28,DISO,217,225,sangrado,134
T29,PROC,393,407,administración,134
T30,CHEM,436,451,anticoagulantes,134
T31,CHEM,421,435,antiagregantes,134
T1,DISO,1,22,tuberculosis pulmonar,135
T2,DISO,18,35,carcinoma vesical,135
T3,PROC,23,34,intervenido,135
T4,PROC,22,29,tratado,135
T5,PROC,13,16,ins,135
T6,PROC,71,85,tilación local,135
T7,CHEM,19,22,mit,135
T8,CHEM,50,57,omicina,135
T9,DISO,137,154,diabetes mellitus,135
T10,DISO,190,211,hipertensión arterial,135
T11,DISO,131,144,hiperuricemia,135
T12,PROC,122,133,tratamiento,135
T13,CHEM,121,131,alopurinol,135
T14,DISO,209,225,crisis de disnea,135
T15,DISO,225,241,erupción cutánea,135
T16,PROC,106,113,tratada,135
T17,CHEM,177,188,corticoides,135
T18,CHEM,273,289,antihistamínicos,135
T19,PROC,127,134,aerosol,135
T20,PROC,134,141,terapia,135
T21,PROC,41,43,In,135
T22,PROC,85,89,gres,135
T23,PROC,177,185,ó en UCI,135
T24,DISO,24,25,N,135
T25,DISO,49,51,ET,135
T26,DISO,1276,1327,erupción eritematosa maculo pa pul osa y ampol losa,135
T27,ANAT,495,514,superficie corporal,135
T28,PROC,433,449,signo Nik ols ky,135
T29,DISO,925,958,insuficiencia respiratoria tipo I,135
T30,DISO,697,721,insuficiencia renal leve,135
T31,DISO,331,342,hipotensión,135
T32,PROC,683,705,tratamiento de soporte,135
T33,CHEM,449,463,ciclosporina A,135
T34,PROC,67,69,re,135
T35,PROC,103,106,epi,135
T36,PROC,106,109,tel,135
T37,PROC,181,186,izado,135
T38,DISO,630,647,lesiones cutáneas,135
T39,PROC,533,547,ingreso en UCI,135
T40,PROC,157,161,alta,135
T1,PROC,1,7,reanim,136
T2,PROC,4,7,ado,136
T3,DISO,7,10,PCR,136
T4,DISO,73,97,síndrome coronario agudo,136
T5,PROC,89,111,trasladado al hospital,136
T6,PROC,46,55,protocolo,136
T7,PROC,61,71,hipotermia,136
T8,PROC,78,89,exploración,136
T9,DISO,217,244,edema cerebral generalizado,136
T10,PROC,91,101,TC craneal,136
T11,PROC,71,78,ingreso,136
T12,PROC,89,97,donación,136
T13,DISO,205,222,muerte encefálica,136
T14,PROC,92,99,ingreso,136
T15,PROC,323,346,exploración neurológica,136
T16,DISO,256,273,muerte encefálica,136
T17,PROC,209,222,soporte vital,136
T18,PROC,137,145,donación,136
T19,PROC,163,172,protocolo,136
T20,PROC,20,21,L,136
T21,PROC,41,43,TS,136
T22,PROC,22,23,V,136
T23,PROC,441,461,asistolia controlada,136
T24,PROC,323,337,consentimiento,136
T25,PROC,529,551,trasladado a quirófano,136
T26,PROC,476,495,extubación terminal,136
T27,DISO,235,244,asistolia,136
T28,PROC,271,281,extubación,136
T29,DISO,169,175,muerte,136
T30,PROC,523,541,laparotomía rápida,136
T31,PROC,91,94,can,136
T32,PROC,218,225,ulación,136
T33,PROC,449,463,perfusión fría,136
T34,PROC,133,137,expl,136
T35,PROC,69,71,an,136
T36,PROC,176,181,taron,136
T37,ANAT,289,297,riá±ones,136
T38,ANAT,297,305,pulmones,136
T39,DISO,609,625,broncoaspiración,136
T40,ANAT,235,241,hígado,136
T1,DISO,1,17,cuadro psicótico,137
T2,DISO,11,21,quemaduras,137
T3,PROC,15,22,ingreso,137
T4,DISO,52,69,enfermedad mental,137
T5,DISO,73,91,consumo de tóxicos,137
T6,PROC,86,103,parto por cesárea,137
T7,DISO,205,239,infección de la herida quiráºrgica,137
T8,DISO,71,81,quemaduras,137
T9,PROC,41,46,psico,137
T10,PROC,19,21,bi,137
T11,PROC,71,78,ografía,137
T12,PROC,78,85,escolar,137
T13,PROC,61,66,izada,137
T14,PROC,118,127,formación,137
T15,DISO,71,76,parto,137
T16,DISO,121,129,incendio,137
T17,PROC,401,426,ingreso en nuestra Unidad,137
T18,DISO,205,217,desorientada,137
T19,DISO,577,609,delirio de perjuicio y paranoide,137
T20,DISO,77,81,hipo,137
T21,DISO,101,106,timia,137
T22,DISO,64,67,dis,137
T23,DISO,309,323,timia de miedo,137
T24,DISO,530,553,alucinaciones auditivas,137
T25,DISO,97,101,idos,137
T26,PROC,276,287,exploración,137
T27,PROC,287,298,entrevistas,137
T28,DISO,784,813,trastorno del estado de ánimo,137
T29,DISO,225,233,tristeza,137
T30,DISO,581,601,delirio de perjuicio,137
T31,DISO,691,714,alucinaciones auditivas,137
T32,DISO,528,545,clínica psicótica,137
T33,DISO,257,265,angustia,137
T34,DISO,166,171,daá±o,137
T1,PROC,1,12,diagnóstico,138
T2,DISO,35,69,trastorno afectivo bipolar tipo II,138
T3,PROC,15,22,tratada,138
T4,CHEM,16,21,litio,138
T5,CHEM,41,51,olanzapina,138
T6,DISO,121,145,alteraciones de conducta,138
T7,PROC,49,57,ingresos,138
T8,PROC,127,145,ayuda domiciliaria,138
T9,DISO,73,82,disartria,138
T10,DISO,208,231,dificultad en la marcha,138
T11,DISO,341,375,desorientación temp oro - espacial,138
T12,DISO,232,253,hipertensión arterial,138
T13,DISO,157,170,hipopotasemia,138
T14,DISO,79,85,fiebre,138
T15,DISO,281,301,distensión abdominal,138
T16,DISO,271,289,retención urinaria,138
T17,ANAT,81,86,orina,138
T18,PROC,256,271,sondaje vesical,138
T19,PROC,37,39,li,138
T20,PROC,96,101,temia,138
T21,PROC,61,64,ECG,138
T22,PROC,43,45,CK,138
T23,PROC,243,254,TAC craneal,138
T24,PROC,806,841,radiografía simple de abdomen tórax,138
T25,PROC,337,351,punción lumbar,138
T26,PROC,401,417,recuento celular,138
T27,PROC,183,190,ingresa,138
T28,DISO,541,561,síndrome confusional,138
T29,PROC,113,117,anti,138
T30,PROC,59,61,pi,138
T31,PROC,151,156,resis,138
T32,PROC,931,961,antibioterapia amplio espectro,138
T33,PROC,321,331,profilaxis,138
T34,DISO,529,545,trombosis venosa,138
T35,CHEM,273,281,heparina,138
T36,PROC,491,505,punción lumbar,138
T37,PROC,433,445,RM de cráneo,138
T38,PROC,1333,1369,TAC torácico y ab dó mino - pélv ico,138
T39,PROC,457,469,hemocultivos,138
T40,PROC,118,121,uro,138
T41,PROC,321,329,cultivos,138
T42,DISO,83,85,mu,138
T43,DISO,211,216,tismo,138
T44,DISO,44,45,a,138
T45,DISO,309,316,cinesia,138
T46,DISO,316,323,rigidez,138
T47,DISO,645,659,temblor distal,138
T48,DISO,283,289,fiebre,138
T49,DISO,1009,1030,hipertensión arterial,138
T50,DISO,148,151,HTA,138
T51,DISO,251,256,hiper,138
T52,DISO,409,417,natremia,138
T53,DISO,1457,1485,alteraciones electrol íticas,138
T54,DISO,160,163,dia,138
T55,DISO,379,386,foresis,138
T56,DISO,1816,1849,deterioro del nivel de conciencia,138
T57,PROC,1793,1825,ingreso en Unidad de Reanimación,138
T58,PROC,1825,1857,colocación de sonda nasogástrica,138
T59,PROC,523,532,nutrición,138
T60,PROC,591,601,valoración,138
T61,PROC,1681,1709,terapia electro con vuls iva,138
T62,PROC,184,187,TEC,138
T63,DISO,249,253,cata,138
T64,DISO,820,833,tonia maligna,138
T65,PROC,193,196,TEC,138
T66,CHEM,326,331,litio,138
T67,DISO,397,403,fiebre,138
T68,DISO,202,205,dia,138
T69,DISO,477,484,foresis,138
T70,DISO,208,211,HTA,138
T71,DISO,1961,1989,alteraciones electrol íticas,138
T72,DISO,995,1009,desorientación,138
T73,PROC,2017,2045,cultivo Virus Herpes Simp le,138
T74,DISO,804,815,encefalitis,138
T75,PROC,815,826,diagnóstico,138
T76,DISO,826,837,TAB tipo II,138
T77,DISO,305,309,cata,138
T78,DISO,1002,1015,tonia maligna,138
T79,DISO,79,80,e,138
T80,DISO,159,161,ut,138
T81,DISO,81,82,í,138
T82,DISO,325,329,mica,138
T1,PROC,1,14,diagnosticada,139
T2,DISO,3,5,Fo,139
T3,DISO,21,31,bia social,139
T4,DISO,121,161,Trastorno dependiente de la personalidad,139
T5,PROC,45,56,seguimiento,139
T6,DISO,136,163,déficit de atención médicos,139
T7,DISO,151,176,retraso en el crecimiento,139
T8,PROC,78,89,tratamiento,139
T9,CHEM,185,208,hormona del crecimiento,139
T10,CHEM,19,21,GH,139
T11,DISO,171,188,Intolerancia a la,139
T12,CHEM,89,97,fructosa,139
T13,DISO,241,261,sangrados digestivos,139
T14,DISO,157,169,intolerancia,139
T15,CHEM,99,106,lactosa,139
T16,PROC,226,241,examen genético,139
T17,DISO,161,171,alteración,139
T18,DISO,307,325,consumo de tóxicos,139
T19,DISO,397,419,sintomatologia ansiosa,139
T20,DISO,39,41,Fo,139
T21,DISO,201,211,bia Social,139
T22,PROC,463,485,ingresó en Hospital de,139
T23,DISO,221,231,absentismo,139
T24,DISO,47,49,Fo,139
T25,DISO,241,251,bia Social,139
T26,DISO,951,989,Trastorno Depen diente de Personalidad,139
T27,DISO,573,595,rasgos de personalidad,139
T28,PROC,298,309,exploración,139
T29,DISO,645,668,Ansiedad psico - física,139
T30,DISO,1161,1201,ideas obses ivas de tipo hipocon dría co,139
T31,DISO,61,63,on,139
T32,DISO,94,97,ico,139
T33,DISO,161,166,fagia,139
T34,DISO,562,579,bruxismo nocturno,139
T35,DISO,2347,2416,síntomas de la esfera afectiva ni psicótica del curso de la sens oper,139
T36,DISO,1366,1405,Trastorno de la Personalidad Cl uster C,139
T37,DISO,109,112,ras,139
T38,DISO,963,989,"gos f ób icos , obses ivos",139
T39,PROC,951,976,tratamiento farmacológico,139
T40,CHEM,118,121,Ser,139
T41,CHEM,281,288,tralina,139
T42,PROC,1190,1219,modelo cognitivo - conductual,139
T43,PROC,127,130,rev,139
T1,PROC,1,12,Diagnóstico,140
T2,DISO,14,27,Esquizofrenia,140
T3,PROC,23,34,seguimiento,140
T4,PROC,94,125,tratamiento psicofarmac ológico,140
T5,CHEM,17,21,amis,140
T6,CHEM,11,13,ul,140
T7,CHEM,13,15,pi,140
T8,CHEM,8,9,-,140
T9,CHEM,17,19,ri,140
T10,CHEM,19,21,de,140
T11,CHEM,101,111,olanzapina,140
T12,CHEM,89,97,diazepam,140
T13,CHEM,97,105,tramadol,140
T14,CHEM,105,113,cannabis,140
T15,CHEM,99,106,alcohol,140
T16,CHEM,106,113,cocaína,140
T17,DISO,369,392,dificultad en la marcha,140
T18,DISO,171,181,politrauma,140
T19,DISO,91,96,tismo,140
T20,DISO,343,361,episodio psicótico,140
T21,DISO,241,253,inconsciente,140
T22,DISO,85,89,Auto,140
T23,DISO,45,47,in,140
T24,DISO,231,241,toxicación,140
T25,CHEM,193,201,tramadol,140
T26,CHEM,376,391,benzodiacepinas,140
T27,CHEM,183,190,alcohol,140
T28,CHEM,190,197,cocaína,140
T29,PROC,505,523,Abordaje Unidad de,140
T30,DISO,407,421,complicaciones,140
T31,DISO,211,218,rabdomi,140
T32,DISO,187,193,olisis,140
T33,DISO,801,826,insuficiencia renal aguda,140
T34,DISO,595,613,proceso neum ónico,140
T35,PROC,375,386,TAC craneal,140
T36,PROC,351,361,bilización,140
T37,PROC,289,297,traslado,140
T38,PROC,260,267,ingreso,140
T39,PROC,153,157,Tras,140
T40,PROC,274,281,lado al,140
T41,PROC,281,288,ingreso,140
T42,PROC,288,295,ingreso,140
T43,DISO,1051,1076,descompensación psicótica,140
T44,PROC,818,837,Terapia Ocupacional,140
T45,DISO,45,46,E,140
T46,DISO,91,93,ut,140
T47,DISO,47,48,í,140
T48,DISO,189,193,mico,140
T49,PROC,193,197,alta,140
T50,PROC,540,551,seguimiento,140
T51,DISO,601,613,asintomático,140
T52,DISO,1735,1769,desorientación temp oro - espacial,140
T53,DISO,209,213,brad,140
T54,DISO,54,55,i,140
T55,DISO,379,386,psiquia,140
T56,DISO,331,337,ataxia,140
T57,DISO,1177,1198,enlentecimiento motor,140
T58,DISO,172,175,Fal,140
T59,DISO,813,827,los m nés icos,140
T60,DISO,355,361,afasia,140
T61,DISO,121,123,ap,140
T62,DISO,306,311,raxia,140
T63,DISO,497,505,angustia,140
T64,PROC,1513,1537,tratamiento psiquiátrico,140
T65,DISO,961,976,brote psicótico,140
T66,DISO,1236,1255,deterioro cognitivo,140
T67,ANAT,463,470,sistema,140
T68,PROC,202,205,EEG,140
T69,PROC,681,691,valoración,140
T70,PROC,553,561,traslado,140
T1,DISO,1,16,dolor abdominal,141
T2,DISO,9,17,diarreas,141
T3,DISO,47,70,síndrome constitucional,141
T4,PROC,28,37,estudiada,141
T5,PROC,53,66,diagnosticada,141
T6,DISO,11,13,EC,141
T7,PROC,73,85,diagnósticos,141
T8,PROC,253,289,anticuerpos anti trans glu tamin asa,141
T9,PROC,145,163,biopsia intestinal,141
T10,DISO,208,231,atrofia de vellosidades,141
T11,ANAT,71,78,duodeno,141
T12,DISO,265,289,hiperplasia de cri p tas,141
T13,DISO,73,79,poliar,141
T14,DISO,456,491,tralgias de medianas articulaciones,141
T15,ANAT,43,46,car,141
T16,ANAT,46,49,pos,141
T17,ANAT,49,52,tar,141
T18,ANAT,52,55,sos,141
T19,DISO,199,210,parestesias,141
T20,DISO,324,341,lesiones cutáneas,141
T21,DISO,101,106,micro,141
T22,DISO,22,23,p,141
T23,DISO,45,47,áp,141
T24,DISO,392,409,ulas pruriginosas,141
T25,DISO,265,276,proteinuria,141
T26,PROC,451,469,exploración física,141
T27,PROC,417,433,tensión arterial,141
T28,PROC,82,85,IMC,141
T29,DISO,169,175,edemas,141
T30,ANAT,233,241,miembros,141
T31,DISO,211,218,pápulas,141
T32,ANAT,156,161,codos,141
T33,ANAT,193,199,brazos,141
T34,PROC,298,307,analítica,141
T35,PROC,307,316,hemograma,141
T36,PROC,386,397,coagulación,141
T37,PROC,361,371,creatinina,141
T38,PROC,593,609,colesterol total,141
T39,PROC,495,508,triglicéridos,141
T40,PROC,664,681,proteínas totales,141
T41,PROC,361,370,albáºmina,141
T42,PROC,821,841,estudio inmunológico,141
T43,PROC,127,130,ANA,141
T44,PROC,431,441,anti - DNA,141
T45,PROC,89,91,AN,141
T46,PROC,136,139,CAS,141
T47,PROC,47,48,C,141
T48,PROC,142,145,"3 ,",141
T49,PROC,49,50,C,141
T50,PROC,50,51,4,141
T51,PROC,1551,1582,anticuerpos antic ardi olip ina,141
T52,PROC,1174,1197,anticoagulante láº pico,141
T53,PROC,157,160,cri,141
T54,PROC,266,271,oglob,141
T55,PROC,325,331,ulinas,141
T56,PROC,1101,1121,serología frente VHB,141
T57,DISO,169,172,VHC,141
T58,DISO,172,175,VIH,141
T59,PROC,2785,2833,anticuerpos anti trans glu tamin asa tisular IgA,141
T60,ANAT,296,301,orina,141
T61,CHEM,541,550,proteínas,141
T62,PROC,550,559,sedimento,141
T63,ANAT,497,505,hematíes,141
T64,PROC,946,961,ecografía renal,141
T65,DISO,1409,1431,proteinuria nefr ótica,141
T66,PROC,1561,1585,biopsia renal percutánea,141
T67,DISO,133,135,NM,141
T68,DISO,2480,2517,lesiones vasculares ni intersticiales,141
T69,PROC,2177,2209,tratamiento con dieta sin gluten,141
T70,PROC,1450,1471,medidas conservadoras,141
T71,CHEM,561,569,estatina,141
T72,CHEM,569,577,aspirina,141
T73,CHEM,649,658,enalapril,141
T74,CHEM,220,223,los,141
T75,CHEM,371,376,artán,141
T76,PROC,826,837,seguimiento,141
T77,PROC,2737,2773,anticuerpos anti trans glu tamin asa,141
T78,DISO,848,859,proteinuria,141
T79,DISO,1561,1581,enfermedad sistémica,141
T80,PROC,1107,1121,niveles de TSH,141
T81,PROC,81,82,T,141
T82,PROC,244,247,4 l,141
T83,PROC,2707,2740,anticuerpos anti tiro globulina y,141
T84,PROC,1578,1597,antimic ros om ales,141
T1,DISO,1,20,síndrome de Al port,142
T2,DISO,6,11,micro,142
T3,DISO,9,13,hema,142
T4,DISO,16,21,turia,142
T5,DISO,45,56,proteinuria,142
T6,PROC,51,61,creatinina,142
T7,PROC,25,29,urea,142
T8,DISO,218,249,pérdida moderada de la audición,142
T9,DISO,169,190,hipertensión arterial,142
T10,PROC,64,71,tratada,142
T11,CHEM,91,100,enalapril,142
T12,DISO,89,97,obesidad,142
T13,PROC,37,40,IMC,142
T14,PROC,248,267,glucemias en ayunas,142
T15,PROC,211,226,Hb glucos ilada,142
T16,DISO,181,193,dislipidemia,142
T17,DISO,209,222,hiperuricemia,142
T18,PROC,188,199,tratamiento,142
T19,DISO,37,39,Ex,142
T20,DISO,20,21,-,142
T21,DISO,141,148,fumador,142
T22,DISO,106,111,Normo,142
T23,DISO,89,93,tiro,142
T24,DISO,93,97,ideo,142
T25,PROC,313,326,Biopsia renal,142
T26,ANAT,51,53,MO,142
T27,ANAT,157,163,glomér,142
T28,ANAT,109,113,ulos,142
T29,DISO,1149,1190,esclerosis focal y segmentaria glomerular,142
T30,DISO,175,181,glomer,142
T31,DISO,631,652,ulopatía esclerosante,142
T32,PROC,63,65,IF,142
T33,CHEM,65,67,Ig,142
T34,ANAT,100,103,mes,142
T35,ANAT,171,176,angio,142
T36,CHEM,106,109,IgA,142
T37,CHEM,37,38,M,142
T38,ANAT,704,723,cilindros tubulares,142
T39,ANAT,77,79,ME,142
T40,ANAT,235,241,glomér,142
T41,ANAT,161,165,ulos,142
T42,ANAT,411,421,MB capilar,142
T43,ANAT,505,517,lámina densa,142
T44,ANAT,87,89,Po,142
T45,ANAT,89,91,do,142
T46,ANAT,226,231,citos,142
T47,ANAT,93,95,pe,142
T48,ANAT,142,145,dic,142
T49,ANAT,721,736,elos glomerular,142
T50,ANAT,589,601,lámina densa,142
T51,DISO,1051,1072,enfermedad de Al port,142
T52,DISO,1837,1873,glomerulonefritis esclerosante focal,142
T53,PROC,781,796,Ecografía renal,142
T54,ANAT,107,109,RD,142
T55,PROC,703,716,Doppler renal,142
T56,PROC,2146,2185,"dieta baja en proteínas , hipocal órica",142
T57,PROC,617,628,tratamiento,142
T58,CHEM,172,175,los,142
T59,CHEM,291,296,artán,142
T60,DISO,650,661,proteinuria,142
T61,PROC,1741,1770,cirugía de by - pass gástrico,142
T62,PROC,1221,1241,Control nef rológico,142
T63,PROC,621,631,creatinina,142
T64,DISO,694,705,proteinuria,142
T65,PROC,257,261,urea,142
T66,DISO,456,463,tensión,142
T67,CHEM,595,604,enalapril,142
T68,CHEM,671,681,hipolipemi,142
T69,CHEM,341,346,antes,142
T70,DISO,346,351,normo,142
T71,DISO,561,569,uricemia,142
T72,DISO,356,361,normo,142
T73,DISO,289,293,gluc,142
T74,DISO,366,371,emias,142
T75,PROC,519,526,cirugía,142
T76,PROC,826,837,tratamiento,142
T77,PROC,381,386,dieta,142
